37347,0
24779,0
34337,0
28459,0
678,0
29620,0
41477,0
23958,0
24689,0
12243,0
9767,0
37068,0
16100,0
45246,0
26745,0
46713,0
6442,0
49881,0
14110,0
33765,0
23048,0
24696,0
37781,0
21078,0
9108,0
27061,0
27889,0
41462,0
23745,0
44525,0
45962,0
6756,0
26286,0
2179,0
48254,0
5749,0
40421,0
10461,0
45947,0
17148,0
34047,0
46763,0
19371,0
1276,0
12908,0
43302,0
49587,0
39809,0
13012,0
22115,0
8240,0
36662,0
48967,0
29049,0
33470,0
16755,0
2303,0
34969,0
31003,0
29299,0
5820,0
42586,0
7803,0
39715,0
23136,0
3394,0
8477,0
42895,0
14551,0
26378,0
18860,0
25404,0
2257,0
40354,0
29743,0
28002,0
10410,0
23780,0
14574,0
37410,0
16755,0
43276,0
27357,0
47767,0
27339,0
45293,0
29187,0
31560,0
36334,0
10775,0
41198,0
8274,0
28600,0
14322,0
22589,0
20479,0
39363,0
13383,0
46426,0
36869,0
8239,0
47908,0
44970,0
40522,0
1330,0
11402,0
36447,0
30254,0
36480,0
19590,0
21892,0
26224,0
40344,0
33734,0
19838,0
9736,0
27234,0
24451,0
19889,0
1787,0
1271,0
36478,0
45849,0
6722,0
23523,0
4801,0
8201,0
14574,0
25937,0
2698,0
25039,0
26847,0
919,0
15261,0
14188,0
3665,0
7286,0
12502,0
27485,0
33208,0
1185,0
16636,0
33102,0
106,0
39824,0
15643,0
28942,0
47573,0
9739,0
35559,0
39266,0
12549,0
46918,0
46717,0
21254,0
15219,0
11570,0
676,0
9104,0
2289,0
33627,0
32636,0
17705,0
49866,0
44452,0
27145,0
8707,0
43859,0
28143,0
4831,0
1592,0
19248,0
45334,0
1528,0
21409,0
36022,0
44930,0
5471,0
38328,0
22479,0
17105,0
29301,0
31894,0
34701,0
5453,0
14262,0
13336,0
2575,0
33858,0
27673,0
28317,0
2932,0
28143,0
21992,0
30546,0
39921,0
29298,0
44347,0
16694,0
44243,0
43474,0
4167,0
11747,0
37315,0
2148,0
22934,0
19808,0
30467,0
9109,0
24353,0
41861,0
593,0
14890,0
39520,0
36390,0
21187,0
15468,0
9715,0
21958,0
12239,0
37254,0
45423,0
45133,0
21393,0
436,0
3127,0
29617,0
2249,0
11684,0
28654,0
36650,0
32084,0
12220,0
39503,0
11759,0
1200,0
41644,0
32639,0
1896,0
20811,0
28596,0
13008,0
5074,0
44932,0
6063,0
40995,0
38318,0
16824,0
47919,0
18412,0
28948,0
28977,0
11240,0
38440,0
21859,0
43834,0
41581,0
24462,0
17979,0
36205,0
16393,0
18887,0
20603,0
34195,0
24761,0
7016,0
46001,0
30275,0
5314,0
14414,0
27022,0
70023,1
93672,1
88884,1
80513,1
86934,1
65177,1
77928,1
53156,1
55279,1
64749,1
90003,1
56973,1
65051,1
53026,1
53999,1
86863,1
88769,1
94597,1
65462,1
72935,1
74372,1
80320,1
82115,1
64432,1
98283,1
52256,1
98409,1
65427,1
62474,1
50893,1
89493,1
57935,1
66549,1
62893,1
80516,1
73112,1
87548,1
98560,1
74267,1
56029,1
86318,1
79310,1
68969,1
65784,1
84288,1
61774,1
99601,1
62018,1
72760,1
67185,1
83467,1
52583,1
98418,1
68941,1
92514,1
54550,1
66004,1
67268,1
50976,1
55529,1
96669,1
96192,1
92829,1
57712,1
77329,1
86253,1
59049,1
89298,1
91912,1
61309,1
71149,1
91282,1
88376,1
51483,1
92780,1
96634,1
52450,1
80681,1
56239,1
76089,1
87931,1
70788,1
70267,1
51778,1
95101,1
95690,1
72023,1
73413,1
95794,1
56418,1
77794,1
62354,1
66714,1
70939,1
72022,1
54299,1
72716,1
86664,1
74500,1
60303,1
87399,1
78004,1
81758,1
94661,1
79683,1
97599,1
60990,1
97521,1
67868,1
89774,1
53461,1
51997,1
58677,1
78474,1
84973,1
89295,1
87472,1
85620,1
99784,1
86374,1
62045,1
85505,1
73071,1
57654,1
86950,1
77962,1
84359,1
85552,1
51714,1
67515,1
81285,1
72612,1
85915,1
54142,1
66399,1
97280,1
76538,1
86800,1
79356,1
66370,1
95751,1
87293,1
91487,1
81137,1
50149,1
50018,1
98452,1
78054,1
78249,1
96734,1
74268,1
70886,1
68796,1
72692,1
65195,1
84222,1
93530,1
88275,1
98027,1
58503,1
65364,1
85296,1
80903,1
78941,1
84135,1
95027,1
80060,1
56851,1
95706,1
91163,1
78109,1
90018,1
80006,1
66195,1
92338,1
52301,1
56909,1
85576,1
86702,1
93409,1
74792,1
76708,1
62233,1
80915,1
64034,1
99660,1
64099,1
54259,1
67899,1
95825,1
82018,1
74356,1
63170,1
76074,1
96039,1
85546,1
55065,1
69828,1
85317,1
63264,1
96822,1
67336,1
52269,1
94773,1
55683,1
86548,1
97297,1
55996,1
53623,1
60493,1
53818,1
73365,1
67838,1
50724,1
66960,1
74962,1
64088,1
65950,1
94872,1
97201,1
68238,1
93490,1
75708,1
72220,1
90234,1
64165,1
78469,1
94812,1
63654,1
96749,1
64737,1
67998,1
53406,1
59206,1
77644,1
85330,1
90340,1
61188,1
61050,1
90489,1
70728,1
69706,1
60961,1
95535,1
60460,1
88952,1
52684,1
88191,1
52626,1
92341,1
93166,1
97144,1
57892,1
81420,1
91479,1
94319,1
68937,1
51489,1
91072,1
73803,1
93537,1
94475,1
72287,1
77044,1
85145,1
96628,1
58594,1
96352,1
95512,1
57895,1
66703,1
57012,1
60429,1
94085,1
54279,1
61943,1
63798,1
82460,1
94951,1
56792,1
65343,1
94584,1
86702,1
63048,1
98832,1
69602,1
83448,1
70696,1
76385,1
72873,1
71273,1
89826,1
75677,1
97000,1
67045,1
61486,1
50842,1
75489,1
63578,1
73246,1
57031,1
88559,1
98686,1
81187,1
84198,1
50102,1
70475,1
66844,1
84900,1
79432,1
99422,1
50612,1
56863,1
98957,1
51041,1
51124,1
93978,1
98122,1
94791,1
85676,1
83315,1
85742,1
90608,1
98788,1
53082,1
60512,1
52820,1
83251,1
87754,1
72219,1
78071,1
68681,1
94359,1
99868,1
81850,1
56180,1
75097,1
63863,1
71750,1
57456,1
82479,1
64629,1
55772,1
84173,1
60512,1
54528,1
60748,1
58534,1
99765,1
60583,1
79041,1
73622,1
66068,1
61062,1
62716,1
74056,1
79207,1
67842,1
68861,1
72920,1
83259,1
86120,1
91042,1
57799,1
78703,1
51311,1
79602,1
94291,1
97197,1
92183,1
79747,1
84408,1
60398,1
98352,1
51935,1
89444,1
61546,1
99939,1
84837,1
61478,1
66315,1
56194,1
68337,1
74404,1
63488,1
54429,1
65505,1
56638,1
73675,1
59787,1
96592,1
68541,1
76176,1
50509,1
69472,1
97402,1
78525,1
99040,1
53769,1
69687,1
61216,1
50410,1
63262,1
99016,1
50717,1
80567,1
76988,1
98006,1
72997,1
92216,1
78662,1
90989,1
82185,1
91308,1
88979,1
80576,1
92477,1
68127,1
91335,1
54144,1
97140,1
81734,1
86749,1
71522,1
81941,1
92735,1
69072,1
65922,1
53820,1
86379,1
62115,1
60168,1
99909,1
57915,1
63755,1
66635,1
77586,1
81664,1
51852,1
97412,1
93118,1
83512,1
67922,1
72597,1
97344,1
99860,1
70004,1
96953,1
91291,1
67318,1
54105,1
65515,1
96798,1
98716,1
52855,1
78106,1
78811,1
61015,1
82818,1
89952,1
85457,1
63367,1
95266,1
59085,1
75721,1
56179,1
60237,1
86405,1
78562,1
59349,1
54061,1
75330,1
82245,1
74578,1
87113,1
83449,1
73005,1
62400,1
56695,1
95008,1
55745,1
84899,1
92174,1
92207,1
56785,1
70223,1
63074,1
78764,1
71254,1
73636,1
87748,1
53978,1
51260,1
64773,1
62168,1
94573,1
73630,1
60173,1
77353,1
53515,1
